"","Time","TimeMDT","TemperatureF","Dew_PointF","Humidity","Sea_Level_PressureIn","VisibilityMPH","Wind_Direction","Wind_SpeedMPH","Gust_SpeedMPH","PrecipitationIn","Events","Conditions","WindDirDegrees","DateUTC","TimeMST"
"14829",2014-02-25 03:15:00,NA,10.9,7,"84",30.08,2.5,"NNW","4.6","-","0.01","Snow","Light Snow",330,"2014-02-25 10:15:00","3:15 AM"
"14830",2014-02-25 03:28:00,NA,10.9,7,"84",30.08,1.2,"Calm","Calm","-","0.01","Snow","Light Snow",0,"2014-02-25 10:28:00","3:28 AM"
"14831",2014-02-25 03:47:00,NA,10.4,6.8,"85",30.09,3,"Calm","Calm","-","0.01","Snow","Light Snow",0,"2014-02-25 10:47:00","3:47 AM"
"14832",2014-02-25 03:53:00,NA,10.9,7,"84",30.34,3,"Calm","Calm","-","0.01","Snow","Light Snow",0,"2014-02-25 10:53:00","3:53 AM"
"14833",2014-02-25 04:21:00,NA,10.9,8.1,"88",30.11,2,"ESE","3.5","-","0.00","Snow","Light Snow",110,"2014-02-25 11:21:00","4:21 AM"
"14834",2014-02-25 04:30:00,NA,10.9,8.1,"88",30.11,1.8,"ESE","3.5","-","0.00","Snow","Light Snow",110,"2014-02-25 11:30:00","4:30 AM"
"14835",2014-02-25 04:53:00,NA,10.9,8.1,"88",30.37,2,"Calm","Calm","-","0.01","Snow","Light Snow",0,"2014-02-25 11:53:00","4:53 AM"
"14836",2014-02-25 05:02:00,NA,10.9,7,"84",30.13,3,"SSE","3.5","-","0.00","Snow","Light Snow",160,"2014-02-25 12:02:00","5:02 AM"
"14837",2014-02-25 05:53:00,NA,12,7,"80",30.38,4,"Calm","Calm","-","0.00","Snow","Light Snow",0,"2014-02-25 12:53:00","5:53 AM"
"14838",2014-02-25 06:53:00,NA,12,8.1,"84",30.4,10,"South","3.5","-","0.00","","Overcast",170,"2014-02-25 13:53:00","6:53 AM"
"14839",2014-02-25 07:53:00,NA,12.9,6.1,"74",30.43,4,"Calm","Calm","-","0.00","Snow","Light Snow",0,"2014-02-25 14:53:00","7:53 AM"
"14840",2014-02-25 07:58:00,NA,12.9,6.1,"74",30.19,1.8,"Calm","Calm","-","0.00","Snow","Light Snow",0,"2014-02-25 14:58:00","7:58 AM"
"14841",2014-02-25 08:13:00,NA,10.9,3.9,"73",30.2,1.2,"North","9.2","-","0.00","Snow","Light Snow",10,"2014-02-25 15:13:00","8:13 AM"
"14842",2014-02-25 08:23:00,NA,10.9,1.9,"67",30.21,3,"North","11.5","-","0.00","Snow","Light Snow",10,"2014-02-25 15:23:00","8:23 AM"
"14843",2014-02-25 08:53:00,NA,10.9,0,"61",30.46,8,"North","8.1","-","0.00","Snow","Light Snow",360,"2014-02-25 15:53:00","8:53 AM"
"14844",2014-02-25 09:53:00,NA,10.9,5,"77",30.49,10,"WNW","8.1","-","0.00","","Overcast",300,"2014-02-25 16:53:00","9:53 AM"
"14845",2014-02-25 10:53:00,NA,10.9,3,"70",30.51,10,"WNW","5.8","-","N/A","","Overcast",290,"2014-02-25 17:53:00","10:53 AM"
"14846",2014-02-25 11:53:00,NA,14,1.9,"59",30.49,10,"Calm","Calm","-","N/A","","Overcast",0,"2014-02-25 18:53:00","11:53 AM"
"14847",2014-02-25 12:53:00,NA,15.1,3.9,"61",30.47,10,"Variable","4.6","-","N/A","","Clear",0,"2014-02-25 19:53:00","12:53 PM"
"14848",2014-02-25 13:53:00,NA,18,5,"57",30.44,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-25 20:53:00","1:53 PM"
"14849",2014-02-25 14:53:00,NA,18,6.1,"60",30.44,10,"NW","4.6","-","N/A","","Clear",310,"2014-02-25 21:53:00","2:53 PM"
"14850",2014-02-25 15:53:00,NA,16,8.1,"71",30.43,10,"South","5.8","-","N/A","","Clear",180,"2014-02-25 22:53:00","3:53 PM"
"14851",2014-02-25 16:53:00,NA,17.1,6.1,"62",30.42,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-25 23:53:00","4:53 PM"
"14852",2014-02-25 17:53:00,NA,12,5,"73",30.42,10,"WNW","4.6","-","N/A","","Clear",290,"2014-02-26 00:53:00","5:53 PM"
"14853",2014-02-25 18:53:00,NA,5,0,"80",30.43,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-26 01:53:00","6:53 PM"
"14854",2014-02-25 19:53:00,NA,-2.9,-7.1,"82",30.46,10,"SSE","3.5","-","N/A","","Clear",160,"2014-02-26 02:53:00","7:53 PM"
"14855",2014-02-25 20:53:00,NA,-7.1,-11,"83",30.47,10,"SSE","5.8","-","N/A","","Clear",150,"2014-02-26 03:53:00","8:53 PM"
"14856",2014-02-25 21:53:00,NA,-6,-9.9,"83",30.45,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-26 04:53:00","9:53 PM"
"14857",2014-02-25 21:59:00,NA,-6,-11,"79",30.14,1.8,"Calm","Calm","-","N/A","","Haze",0,"2014-02-26 04:59:00","9:59 PM"
"14858",2014-02-25 22:06:00,NA,-7.1,-11,"83",30.14,0.8,"SE","3.5","-","N/A","","Mist",130,"2014-02-26 05:06:00","10:06 PM"
"14859",2014-02-25 22:09:00,NA,-8,-11.9,"83",30.14,1.2,"SSE","3.5","-","N/A","","Partly Cloudy",150,"2014-02-26 05:09:00","10:09 PM"
"14860",2014-02-25 22:14:00,NA,-8,-11.9,"83",30.14,3,"SE","4.6","-","N/A","","Partly Cloudy",130,"2014-02-26 05:14:00","10:14 PM"
"14861",2014-02-25 22:53:00,NA,-9.9,-15,"78",30.47,10,"SSE","3.5","-","N/A","","Clear",160,"2014-02-26 05:53:00","10:53 PM"
"14862",2014-02-25 23:53:00,NA,-11.9,-16.1,"82",30.49,10,"SE","3.5","-","N/A","","Clear",130,"2014-02-26 06:53:00","11:53 PM"
"14863",2014-02-26 00:53:00,NA,-9.9,-15,"78",30.46,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-26 07:53:00","12:53 AM"
"14864",2014-02-26 01:53:00,NA,-15,-18,"86",30.47,6,"SSE","4.6","-","N/A","","Clear",150,"2014-02-26 08:53:00","1:53 AM"
"14865",2014-02-26 02:53:00,NA,-11.9,-17,"78",30.45,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-26 09:53:00","2:53 AM"
"14866",2014-02-26 03:53:00,NA,-16.1,-20.9,"79",30.46,10,"South","5.8","-","N/A","","Clear",170,"2014-02-26 10:53:00","3:53 AM"
"14867",2014-02-26 04:53:00,NA,-14.1,-20,"75",30.45,10,"SSE","4.6","-","N/A","","Clear",150,"2014-02-26 11:53:00","4:53 AM"
"14868",2014-02-26 05:53:00,NA,-15,-20,"78",30.48,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-26 12:53:00","5:53 AM"
"14869",2014-02-26 06:53:00,NA,-15,-20,"78",30.51,10,"SSE","4.6","-","N/A","","Clear",150,"2014-02-26 13:53:00","6:53 AM"
"14870",2014-02-26 07:41:00,NA,-17,-20.9,"82",30.12,2.5,"ESE","3.5","-","N/A","","Partly Cloudy",120,"2014-02-26 14:41:00","7:41 AM"
"14871",2014-02-26 07:53:00,NA,-17,-20.9,"82",30.55,0.5,"SSE","3.5","-","N/A","Fog","Light Freezing Fog",160,"2014-02-26 14:53:00","7:53 AM"
"14872",2014-02-26 08:08:00,NA,-17,-22,"78",30.12,1.2,"Calm","Calm","-","N/A","","Haze",0,"2014-02-26 15:08:00","8:08 AM"
"14873",2014-02-26 08:18:00,NA,-15,-18.9,"82",30.12,0.8,"Calm","Calm","-","N/A","","Mist",0,"2014-02-26 15:18:00","8:18 AM"
"14874",2014-02-26 08:36:00,NA,-13,-17,"82",30.12,1.2,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2014-02-26 15:36:00","8:36 AM"
"14875",2014-02-26 08:40:00,NA,-11.9,-17,"78",30.12,3,"Calm","Calm","-","N/A","","Haze",0,"2014-02-26 15:40:00","8:40 AM"
"14876",2014-02-26 08:53:00,NA,-11,-14.1,"86",30.54,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-26 15:53:00","8:53 AM"
"14877",2014-02-26 09:53:00,NA,-2.9,-6,"87",30.48,10,"SE","3.5","-","N/A","","Clear",130,"2014-02-26 16:53:00","9:53 AM"
"14878",2014-02-26 10:53:00,NA,3,-0.9,"84",30.45,10,"South","3.5","-","N/A","","Clear",170,"2014-02-26 17:53:00","10:53 AM"
"14879",2014-02-26 11:53:00,NA,9,3,"77",30.4,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-26 18:53:00","11:53 AM"
"14880",2014-02-26 12:53:00,NA,14,7,"74",30.35,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-26 19:53:00","12:53 PM"
"14881",2014-02-26 13:53:00,NA,18,9,"68",30.3,10,"South","3.5","-","N/A","","Clear",170,"2014-02-26 20:53:00","1:53 PM"
"14882",2014-02-26 14:53:00,NA,21.9,10.9,"63",30.25,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-26 21:53:00","2:53 PM"
"14883",2014-02-26 15:53:00,NA,23,10.9,"60",30.24,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-26 22:53:00","3:53 PM"
"14884",2014-02-26 16:53:00,NA,23,12,"63",30.22,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-26 23:53:00","4:53 PM"
"14885",2014-02-26 17:53:00,NA,16,8.1,"71",30.24,10,"SSE","4.6","-","N/A","","Clear",160,"2014-02-27 00:53:00","5:53 PM"
"14886",2014-02-26 18:53:00,NA,10.9,5,"77",30.26,10,"SE","5.8","-","N/A","","Clear",130,"2014-02-27 01:53:00","6:53 PM"
"14887",2014-02-26 19:53:00,NA,8.1,1.9,"76",30.25,10,"SSW","3.5","-","N/A","","Clear",200,"2014-02-27 02:53:00","7:53 PM"
"14888",2014-02-26 20:53:00,NA,6.1,1,"80",30.22,10,"South","4.6","-","N/A","","Clear",170,"2014-02-27 03:53:00","8:53 PM"
"14889",2014-02-26 21:53:00,NA,5,1.9,"87",30.18,10,"South","5.8","-","N/A","","Clear",170,"2014-02-27 04:53:00","9:53 PM"
"14890",2014-02-26 22:53:00,NA,6.1,3,"87",30.13,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-27 05:53:00","10:53 PM"
"14891",2014-02-26 23:53:00,NA,3,0,"87",30.11,10,"SSE","5.8","-","N/A","","Clear",160,"2014-02-27 06:53:00","11:53 PM"
"14892",2014-02-27 00:53:00,NA,8.1,3.9,"83",30.05,9,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2014-02-27 07:53:00","12:53 AM"
"14893",2014-02-27 01:53:00,NA,10,6.1,"84",30.01,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-27 08:53:00","1:53 AM"
"14894",2014-02-27 02:53:00,NA,8.1,3.9,"83",29.98,10,"SE","4.6","-","N/A","","Clear",130,"2014-02-27 09:53:00","2:53 AM"
"14895",2014-02-27 03:53:00,NA,8.1,3,"80",29.94,9,"Calm","Calm","-","N/A","","Clear",0,"2014-02-27 10:53:00","3:53 AM"
"14896",2014-02-27 04:53:00,NA,3.9,1,"88",29.94,10,"SSE","4.6","-","N/A","","Clear",150,"2014-02-27 11:53:00","4:53 AM"
"14897",2014-02-27 05:01:00,NA,3,1,"91",29.73,10,"SE","4.6","-","N/A","","Scattered Clouds",140,"2014-02-27 12:01:00","5:01 AM"
"14898",2014-02-27 05:16:00,NA,3,0,"87",29.72,10,"SSE","3.5","-","N/A","","Mostly Cloudy",160,"2014-02-27 12:16:00","5:16 AM"
"14899",2014-02-27 05:30:00,NA,3,-0.9,"84",29.72,10,"SE","3.5","-","N/A","","Scattered Clouds",140,"2014-02-27 12:30:00","5:30 AM"
"14900",2014-02-27 05:53:00,NA,1.9,-0.9,"88",29.96,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-27 12:53:00","5:53 AM"
"14901",2014-02-27 06:53:00,NA,3,0,"87",29.95,10,"Calm","Calm","-","N/A","","Clear",0,"2014-02-27 13:53:00","6:53 AM"
"14902",2014-02-27 07:53:00,NA,5,1.9,"87",29.94,10,"SSE","4.6","-","N/A","","Scattered Clouds",160,"2014-02-27 14:53:00","7:53 AM"
"14903",2014-02-27 08:53:00,NA,12,9,"88",29.91,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2014-02-27 15:53:00","8:53 AM"
"14904",2014-02-27 09:53:00,NA,17.1,14,"88",29.88,3,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2014-02-27 16:53:00","9:53 AM"
"14905",2014-02-27 09:56:00,NA,17.1,14,"88",29.64,1.8,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2014-02-27 16:56:00","9:56 AM"
"14906",2014-02-27 10:11:00,NA,18,14,"84",29.64,4,"SSW","3.5","-","N/A","","Overcast",200,"2014-02-27 17:11:00","10:11 AM"
"14907",2014-02-27 10:53:00,NA,21,17.1,"85",29.84,10,"SE","3.5","-","N/A","","Overcast",130,"2014-02-27 17:53:00","10:53 AM"
"14908",2014-02-27 11:53:00,NA,27,19.9,"75",29.81,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2014-02-27 18:53:00","11:53 AM"
"14909",2014-02-27 12:53:00,NA,28,21,"75",29.76,10,"SSE","4.6","-","N/A","","Overcast",160,"2014-02-27 19:53:00","12:53 PM"
"14910",2014-02-27 13:53:00,NA,30.9,21.9,"69",29.71,10,"Calm","Calm","-","N/A","","Overcast",0,"2014-02-27 20:53:00","1:53 PM"
"14911",2014-02-27 14:53:00,NA,32,24.1,"73",29.7,10,"SE","4.6","-","N/A","","Overcast",130,"2014-02-27 21:53:00","2:53 PM"
"14912",2014-02-27 15:53:00,NA,33.1,25,"72",29.69,10,"Calm","Calm","-","N/A","","Overcast",0,"2014-02-27 22:53:00","3:53 PM"
"14913",2014-02-27 16:23:00,NA,34,25,"70",29.54,10,"Calm","Calm","-","0.00","Rain","Light Rain",0,"2014-02-27 23:23:00","4:23 PM"
"14914",2014-02-27 16:53:00,NA,34,25,"70",29.7,10,"Calm","Calm","-","0.00","Rain","Light Rain",0,"2014-02-27 23:53:00","4:53 PM"
"14915",2014-02-27 17:53:00,NA,32,26.1,"79",29.72,10,"NNW","4.6","-","0.00","","Overcast",340,"2014-02-28 00:53:00","5:53 PM"
"14916",2014-02-27 18:23:00,NA,32,26.1,"79",29.55,6,"North","4.6","-","0.00","Snow","Light Snow",360,"2014-02-28 01:23:00","6:23 PM"
"14917",2014-02-27 18:53:00,NA,30,26.1,"85",29.73,9,"North","3.5","-","0.00","","Overcast",350,"2014-02-28 01:53:00","6:53 PM"
"14918",2014-02-27 19:53:00,NA,30.9,26.1,"82",29.73,10,"Calm","Calm","-","N/A","","Overcast",0,"2014-02-28 02:53:00","7:53 PM"
"14919",2014-02-27 20:24:00,NA,30,25,"82",29.56,9,"North","3.5","-","0.00","","Overcast",10,"2014-02-28 03:24:00","8:24 PM"
"14920",2014-02-27 20:40:00,NA,30,26.1,"85",29.56,6,"NNW","3.5","-","0.00","","Overcast",340,"2014-02-28 03:40:00","8:40 PM"
"14921",2014-02-27 20:53:00,NA,30,26.1,"85",29.71,5,"Calm","Calm","-","0.00","Snow","Light Snow",0,"2014-02-28 03:53:00","8:53 PM"
"14922",2014-02-27 21:09:00,NA,30,26.1,"85",29.56,5,"WNW","3.5","-","0.00","Snow","Light Snow",290,"2014-02-28 04:09:00","9:09 PM"
"14923",2014-02-27 21:34:00,NA,30,27,"88",29.56,5,"Calm","Calm","-","0.00","","Overcast",0,"2014-02-28 04:34:00","9:34 PM"
"14924",2014-02-27 21:42:00,NA,30,27,"88",29.57,5,"Calm","Calm","-","0.00","","Overcast",0,"2014-02-28 04:42:00","9:42 PM"
"14925",2014-02-27 21:49:00,NA,28.4,26.6,"93",29.57,4,"South","3.5","-","0.00","","Overcast",170,"2014-02-28 04:49:00","9:49 PM"
"14926",2014-02-27 21:53:00,NA,30,27,"88",29.69,4,"SSE","3.5","-","0.00","","Overcast",150,"2014-02-28 04:53:00","9:53 PM"
"14927",2014-02-27 22:20:00,NA,30,28,"92",29.56,5,"Calm","Calm","-","0.00","","Overcast",0,"2014-02-28 05:20:00","10:20 PM"
"14928",2014-02-27 22:53:00,NA,30,28,"92",29.67,4,"Calm","Calm","-","0.01","","Overcast",0,"2014-02-28 05:53:00","10:53 PM"
"14929",2014-02-27 23:13:00,NA,30,28,"92",29.57,3,"Calm","Calm","-","0.00","","Overcast",0,"2014-02-28 06:13:00","11:13 PM"
"14930",2014-02-27 23:31:00,NA,30,28,"92",29.57,4,"Calm","Calm","-","0.00","","Overcast",0,"2014-02-28 06:31:00","11:31 PM"
"14931",2014-02-27 23:42:00,NA,30,28,"92",29.57,2.5,"Calm","Calm","-","0.00","Snow","Light Snow",0,"2014-02-28 06:42:00","11:42 PM"
"14932",2014-02-27 23:53:00,NA,30,28,"92",29.65,2,"NW","4.6","-","0.00","Snow","Light Snow",320,"2014-02-28 06:53:00","11:53 PM"
"14933",2014-02-27 23:56:00,NA,30,28,"92",29.58,1.8,"NW","8.1","-","0.00","Snow","Light Snow",310,"2014-02-28 06:56:00","11:56 PM"
"14934",2014-02-28 00:05:00,NA,27,25,"92",29.59,2.5,"NW","10.4","-","0","Snow","Light Snow",310,"2014-02-28 07:05:00","12:05 AM"
"14935",2014-02-28 00:18:00,NA,25,21.9,"88",29.6,1.8,"NW","15.0","-","0","Snow","Light Snow",310,"2014-02-28 07:18:00","12:18 AM"
"14936",2014-02-28 00:50:00,NA,21.2,19.4,"93",29.62,1.5,"WNW","12.7","21.9","0.01","Snow","Light Snow",300,"2014-02-28 07:50:00","12:50 AM"
"14937",2014-02-28 00:53:00,NA,21.9,19,"89",29.74,1.8,"WNW","12.7","21.9","0.01","Snow","Light Snow",300,"2014-02-28 07:53:00","12:53 AM"
"14938",2014-02-28 01:44:00,NA,19.9,16,"85",29.65,0.8,"WNW","13.8","20.7","0.01","Snow","Light Snow",290,"2014-02-28 08:44:00","1:44 AM"
"14939",2014-02-28 01:50:00,NA,19.4,15.8,"86",29.66,1,"WNW","11.5","20.7","0.01","Snow","Light Snow",290,"2014-02-28 08:50:00","1:50 AM"
"14940",2014-02-28 01:53:00,NA,19,16,"88",29.78,1,"WNW","6.9","18.4","0.01","Snow","Light Snow",300,"2014-02-28 08:53:00","1:53 AM"
"14941",2014-02-28 02:04:00,NA,19,14,"81",29.66,2,"NW","16.1","24.2","0","Snow","Light Snow",310,"2014-02-28 09:04:00","2:04 AM"
"14942",2014-02-28 02:53:00,NA,17.1,10.9,"77",29.8,1.8,"North","13.8","-","0","Snow","Light Snow",360,"2014-02-28 09:53:00","2:53 AM"
"14943",2014-02-28 03:06:00,NA,17.1,10.9,"77",29.69,2,"NNW","12.7","-","0","Snow","Light Snow",340,"2014-02-28 10:06:00","3:06 AM"
"14944",2014-02-28 03:16:00,NA,17.1,10.9,"77",29.69,2,"North","10.4","-","0","Snow","Light Snow",350,"2014-02-28 10:16:00","3:16 AM"
"14945",2014-02-28 03:23:00,NA,17.1,10.9,"77",29.69,1.5,"North","10.4","-","0","Snow","Light Snow",10,"2014-02-28 10:23:00","3:23 AM"
"14946",2014-02-28 03:37:00,NA,16,10,"77",29.7,1.8,"NW","13.8","-","0","Snow","Light Snow",320,"2014-02-28 10:37:00","3:37 AM"
"14947",2014-02-28 03:53:00,NA,15.1,10.9,"84",29.83,1.2,"Variable","4.6","-","0","Snow","Light Snow",0,"2014-02-28 10:53:00","3:53 AM"
"14948",2014-02-28 04:01:00,NA,15.1,10,"80",29.71,1.2,"WNW","8.1","-","0","Snow","Light Snow",290,"2014-02-28 11:01:00","4:01 AM"
"14949",2014-02-28 04:06:00,NA,14,10,"84",29.71,1.8,"WNW","8.1","-","0","Snow","Light Snow",300,"2014-02-28 11:06:00","4:06 AM"
"14950",2014-02-28 04:35:00,NA,14,9,"80",29.72,2.5,"Variable","5.8","-","0.01","Snow","Light Snow",0,"2014-02-28 11:35:00","4:35 AM"
"14951",2014-02-28 04:42:00,NA,12.9,9,"84",29.73,3,"WNW","6.9","-","0.01","Snow","Light Snow",300,"2014-02-28 11:42:00","4:42 AM"
"14952",2014-02-28 04:53:00,NA,12.9,9,"84",29.86,2.5,"NNW","4.6","-","0.01","Snow","Light Snow",330,"2014-02-28 11:53:00","4:53 AM"
"14953",2014-02-28 05:02:00,NA,12.9,9,"84",29.73,1.8,"NW","6.9","-","0","Snow","Light Snow",320,"2014-02-28 12:02:00","5:02 AM"
"14954",2014-02-28 05:40:00,NA,12,8.1,"84",29.74,1.5,"NW","5.8","-","0.01","Snow","Light Snow",310,"2014-02-28 12:40:00","5:40 AM"
"14955",2014-02-28 05:53:00,NA,12,7,"80",29.89,1.8,"West","6.9","-","0.01","Snow","Light Snow",280,"2014-02-28 12:53:00","5:53 AM"
"14956",2014-02-28 06:02:00,NA,10.9,7,"84",29.74,2.5,"West","8.1","-","0","Snow","Light Snow",280,"2014-02-28 13:02:00","6:02 AM"
"14957",2014-02-28 06:32:00,NA,12,6.1,"77",29.75,4,"WNW","4.6","-","0","Snow","Light Snow",300,"2014-02-28 13:32:00","6:32 AM"
"14958",2014-02-28 06:53:00,NA,10.9,6.1,"81",29.9,5,"NNW","4.6","-","0","Snow","Light Snow",340,"2014-02-28 13:53:00","6:53 AM"
"14959",2014-02-28 07:53:00,NA,10.9,5,"77",29.91,2.5,"NNW","5.8","-","0","Snow","Light Snow",340,"2014-02-28 14:53:00","7:53 AM"
"14960",2014-02-28 08:01:00,NA,10.9,5,"77",29.74,4,"North","4.6","-","0","Snow","Light Snow",350,"2014-02-28 15:01:00","8:01 AM"
"14961",2014-02-28 08:18:00,NA,12.9,7,"77",29.75,1.8,"NE","3.5","-","0","Snow","Light Snow",50,"2014-02-28 15:18:00","8:18 AM"
"14962",2014-02-28 08:33:00,NA,12,3.9,"70",29.75,2.5,"North","6.9","-","0","Snow","Light Snow",350,"2014-02-28 15:33:00","8:33 AM"
"14963",2014-02-28 08:42:00,NA,12,3.9,"70",29.75,4,"North","5.8","-","0","Snow","Light Snow",350,"2014-02-28 15:42:00","8:42 AM"
"14964",2014-02-28 08:53:00,NA,12.9,3.9,"67",29.89,6,"NW","5.8","-","0","Snow","Light Snow",310,"2014-02-28 15:53:00","8:53 AM"
"14965",2014-02-28 09:53:00,NA,12.9,5,"71",29.89,3,"NNE","4.6","-","0","Snow","Light Snow",30,"2014-02-28 16:53:00","9:53 AM"
"14966",2014-02-28 10:22:00,NA,10.9,5,"77",29.73,1.8,"SSE","10.4","-","0","Snow","Light Snow",160,"2014-02-28 17:22:00","10:22 AM"
"14967",2014-02-28 10:29:00,NA,10.9,5,"77",29.74,2.5,"South","8.1","-","0","Snow","Light Snow",190,"2014-02-28 17:29:00","10:29 AM"
"14968",2014-02-28 10:40:00,NA,12,5,"73",29.74,4,"Variable","3.5","-","0","Snow","Light Snow",0,"2014-02-28 17:40:00","10:40 AM"
"14969",2014-02-28 10:53:00,NA,12.9,5,"71",29.89,2.5,"Calm","Calm","-","0","Snow","Light Snow",0,"2014-02-28 17:53:00","10:53 AM"
"14970",2014-02-28 11:13:00,NA,12,6.1,"77",29.75,1.5,"South","4.6","-","0","Snow","Light Snow",180,"2014-02-28 18:13:00","11:13 AM"
"14971",2014-02-28 11:36:00,NA,12,6.1,"77",29.74,2.5,"SSE","12.7","-","0","Snow","Light Snow",160,"2014-02-28 18:36:00","11:36 AM"
"14972",2014-02-28 11:45:00,NA,12,5,"73",29.74,3,"SSE","10.4","-","0","Snow","Light Snow",160,"2014-02-28 18:45:00","11:45 AM"
"14973",2014-02-28 11:53:00,NA,12.9,5,"71",29.89,3,"SSE","12.7","18.4","0","Snow","Light Snow",150,"2014-02-28 18:53:00","11:53 AM"
"14974",2014-02-28 12:08:00,NA,12,5,"73",29.74,1.8,"SSE","11.5","-","0","Snow","Light Snow",150,"2014-02-28 19:08:00","12:08 PM"
"14975",2014-02-28 12:23:00,NA,12.9,6.1,"74",29.74,3,"SSE","6.9","-","0","Snow","Light Snow",160,"2014-02-28 19:23:00","12:23 PM"
"14976",2014-02-28 12:43:00,NA,12.9,6.1,"74",29.73,2,"South","6.9","-","0","Snow","Light Snow",170,"2014-02-28 19:43:00","12:43 PM"
"14977",2014-02-28 12:53:00,NA,12.9,6.1,"74",29.91,2,"SSE","16.1","21.9","0","Snow","Light Snow",160,"2014-02-28 19:53:00","12:53 PM"
"14978",2014-02-28 13:11:00,NA,12,5,"73",29.72,4,"South","13.8","19.6","0","Snow","Light Snow",170,"2014-02-28 20:11:00","1:11 PM"
"14979",2014-02-28 13:53:00,NA,12.9,6.1,"74",29.9,3,"South","15.0","-","0","Snow","Light Snow",170,"2014-02-28 20:53:00","1:53 PM"
"14980",2014-02-28 14:53:00,NA,12,5,"73",29.9,4,"SSE","21.9","28.8","0","Snow","Blowing Snow",160,"2014-02-28 21:53:00","2:53 PM"
"14981",2014-02-28 15:53:00,NA,10,3,"73",29.92,3,"SSE","21.9","28.8","0","Snow","Light Snow",160,"2014-02-28 22:53:00","3:53 PM"
"14982",2014-02-28 16:09:00,NA,9,3,"77",29.7,2,"SSE","20.7","28.8","0","Snow","Light Snow",160,"2014-02-28 23:09:00","4:09 PM"
"14983",2014-02-28 16:29:00,NA,8.1,1.9,"76",29.71,1.5,"SSE","20.7","-","0","Snow","Light Snow",160,"2014-02-28 23:29:00","4:29 PM"
"14984",2014-02-28 16:40:00,NA,8.1,1.9,"76",29.71,1,"SSE","20.7","-","0","Snow","Light Snow",160,"2014-02-28 23:40:00","4:40 PM"
"14985",2014-02-28 16:53:00,NA,7,1.9,"80",29.96,0.8,"SSE","20.7","24.2","0","Snow","Light Snow",160,"2014-02-28 23:53:00","4:53 PM"
"14986",2014-02-28 17:21:00,NA,7,1.9,"80",29.72,0.5,"SSE","18.4","23.0","0","Snow","Snow",160,"2014-03-01 00:21:00","5:21 PM"
"14987",2014-02-28 17:30:00,NA,7,1,"77",29.72,0.5,"SSE","15.0","-","0","Snow","Snow",160,"2014-03-01 00:30:00","5:30 PM"
"14988",2014-02-28 17:39:00,NA,7,1.9,"80",29.72,0.5,"SSE","10.4","-","0","Snow","Snow",150,"2014-03-01 00:39:00","5:39 PM"
"14989",2014-02-28 17:53:00,NA,7,1,"77",29.96,0.5,"South","8.1","21.9","0.01","Snow","Snow",190,"2014-03-01 00:53:00","5:53 PM"
"14990",2014-02-28 18:03:00,NA,7,1,"77",29.73,1.5,"Variable","6.9","-","0","Snow","Light Snow",0,"2014-03-01 01:03:00","6:03 PM"
"14991",2014-02-28 18:23:00,NA,6.1,0,"76",29.73,0.8,"Variable","3.5","-","0","Snow","Light Snow",0,"2014-03-01 01:23:00","6:23 PM"
"14992",2014-02-28 18:34:00,NA,6.1,0,"76",29.73,1.2,"North","8.1","-","0","Snow","Light Snow",10,"2014-03-01 01:34:00","6:34 PM"
"14993",2014-02-28 18:53:00,NA,3.9,0,"84",30.01,1.5,"North","4.6","-","0","Snow","Light Snow",350,"2014-03-01 01:53:00","6:53 PM"
"14994",2014-02-28 19:12:00,NA,1.9,-2,"83",29.75,2.5,"North","9.2","-","0","Snow","Light Snow",360,"2014-03-01 02:12:00","7:12 PM"
"14995",2014-02-28 19:21:00,NA,1,-2.9,"83",29.76,3,"North","10.4","-","0","Snow","Light Snow",10,"2014-03-01 02:21:00","7:21 PM"
"14996",2014-02-28 19:34:00,NA,1,-4,"79",29.77,2.5,"North","5.8","-","0","Snow","Light Snow",350,"2014-03-01 02:34:00","7:34 PM"
"14997",2014-02-28 19:41:00,NA,1,-4,"79",29.77,1.8,"NNW","13.8","-","0","Snow","Light Snow",330,"2014-03-01 02:41:00","7:41 PM"
